FIPS Code, State/Area, Year, Month, Total Civilian Non-Institutional Population in State/Area, Total Civilian Labor Force in State/Area, Percent (%) of State/Area's Population, Total Employment in State/Area, Percent (%) of Labor Force Employed in State/Area, Total Unemployment in State/Area, Percent (%) of Labor Force Unemployed in State/Area
24, Maryland,2012,4,4591610,3110612,67.7,2895918,63.1,214694,6.9
25, Massachusetts,2012,4,5339050,3501752,65.6,3267063,61.2,234689,6.7
26, Michigan,2012,4,7783072,4673683,60,4250642,54.6,423041,9.1
27, Minnesota,2012,4,4176493,2942677,70.5,2775106,66.4,167571,5.7
28, Mississippi,2012,4,2251754,1330658,59.1,1212323,53.8,118335,8.9
29, Missouri,2012,4,4665382,3001221,64.3,2782139,59.6,219082,7.3
30, Montana,2012,4,789449,504942,64,474995,60.2,29947,5.9
31, Nebraska,2012,4,1408411,1009179,71.7,969646,68.8,39533,3.9
32, Nevada,2012,4,2116001,1364616,64.5,1200986,56.8,163630,12
33, New Hampshire,2012,4,1066864,738620,69.2,699082,65.5,39538,5.4
34, New Jersey,2012,4,6941022,4572964,65.9,4140731,59.7,432233,9.5
35, New Mexico,2012,4,1591205,926207,58.2,861707,54.2,64500,7
36, New York,2012,4,15545653,9581857,61.6,8742019,56.2,839838,8.8
51000, New York city,2012,4,6679002,4009178,60,3623612,54.3,385566,9.6
37, North Carolina,2012,4,7484721,4694447,62.7,4250182,56.8,444265,9.5
38, North Dakota,2012,4,541696,394095,72.8,382664,70.6,11431,2.9
39, Ohio,2012,4,9015464,5721910,63.5,5293517,58.7,428393,7.5
40, Oklahoma,2012,4,2888262,1790363,62,1699795,58.9,90568,5.1
41, Oregon,2012,4,3091529,1975219,63.9,1798555,58.2,176664,8.9
42, Pennsylvania,2012,4,10148660,6431482,63.4,5943284,58.6,488198,7.6
44, Rhode Island,2012,4,847217,557728,65.8,499229,58.9,58499,10.5
45, South Carolina,2012,4,3645476,2186592,60,1981691,54.4,204901,9.4
46, South Dakota,2012,4,629978,446316,70.8,428107,68,18209,4.1
47, Tennessee,2012,4,5010012,3092229,61.7,2843514,56.8,248715,8
48, Texas,2012,4,19251790,12588954,65.4,11737849,61,851105,6.8
49, Utah,2012,4,2017934,1338994,66.4,1274152,63.1,64842,4.8
50, Vermont,2012,4,511169,354130,69.3,336947,65.9,17183,4.9
51, Virginia,2012,4,6304108,4210876,66.8,3954894,62.7,255982,6.1
53, Washington,2012,4,5366242,3472271,64.7,3196410,59.6,275861,7.9
54, West Virginia,2012,4,1487732,808217,54.3,750339,50.4,57878,7.2
55, Wisconsin,2012,4,4475073,3067471,68.5,2854173,63.8,213298,7
56, Wyoming,2012,4,442538,303802,68.6,286933,64.8,16869,5.6
01, Alabama,2012,5,3742396,2174754,58.1,1992484,53.2,182270,8.4
02, Alaska,2012,5,534483,364032,68.1,337365,63.1,26667,7.3
04, Arizona,2012,5,4995794,3052719,61.1,2794227,55.9,258492,8.5
05, Arkansas,2012,5,2265279,1353594,59.8,1254657,55.4,98937,7.3
06, California,2012,5,29249074,18457489,63.1,16462781,56.3,1994708,10.8
037, Los Angeles County,2012,5,7798652,4892009,62.7,4342301,55.7,549708,11.2
08, Colorado,2012,5,3984038,2744233,68.9,2518570,63.2,225663,8.2
09, Connecticut,2012,5,2843391,1893644,66.6,1734363,61,159281,8.4
10, Delaware,2012,5,717996,446177,62.1,414524,57.7,31653,7.1
11, District of Columbia,2012,5,526649,362204,68.8,329200,62.5,33004,9.1
12, Florida,2012,5,15405602,9322199,60.5,8496177,55.1,826022,8.9
13, Georgia,2012,5,7465750,4767757,63.9,4327976,58,439781,9.2
15, Hawaii,2012,5,1064477,650165,61.1,609679,57.3,40486,6.2
16, Idaho,2012,5,1191067,771563,64.8,713524,59.9,58039,7.5
17, Illinois,2012,5,9986723,6576078,65.8,5981247,59.9,594831,9
18, Indiana,2012,5,5027375,3166824,63,2906905,57.8,259919,8.2
19, Iowa,2012,5,2387179,1658427,69.5,1573642,65.9,84785,5.1
20, Kansas,2012,5,2172714,1488736,68.5,1402661,64.6,86075,5.8
21, Kentucky,2012,5,3386098,2052837,60.6,1884530,55.7,168307,8.2
22, Louisiana,2012,5,3499054,2091414,59.8,1946434,55.6,144980,6.9
23, Maine,2012,5,1081842,700078,64.7,649263,60,50815,7.3
24, Maryland,2012,5,4595395,3113280,67.7,2897677,63.1,215603,6.9
25, Massachusetts,2012,5,5343485,3503312,65.6,3267718,61.2,235594,6.7
26, Michigan,2012,5,7785658,4674360,60,4250834,54.6,423526,9.1
27, Minnesota,2012,5,4179146,2942728,70.4,2775088,66.4,167640,5.7
28, Mississippi,2012,5,2252365,1329787,59,1211394,53.8,118393,8.9
29, Missouri,2012,5,4667067,2999746,64.3,2782417,59.6,217329,7.2
30, Montana,2012,5,789993,505634,64,475624,60.2,30010,5.9
31, Nebraska,2012,5,1409361,1009977,71.7,970546,68.9,39431,3.9
32, Nevada,2012,5,2118612,1365728,64.5,1202977,56.8,162751,11.9
33, New Hampshire,2012,5,1067599,739300,69.2,699017,65.5,40283,5.4
34, New Jersey,2012,5,6943011,4574098,65.9,4138729,59.6,435369,9.5
35, New Mexico,2012,5,1591826,926085,58.2,861677,54.1,64408,7
36, New York,2012,5,15551590,9588258,61.7,8744437,56.2,843821,8.8
51000, New York city,2012,5,6684472,4014061,60.1,3628211,54.3,385850,9.6
37, North Carolina,2012,5,7491999,4699826,62.7,4254632,56.8,445194,9.5
38, North Dakota,2012,5,542698,394721,72.7,383260,70.6,11461,2.9
39, Ohio,2012,5,9016980,5714684,63.4,5290887,58.7,423797,7.4
40, Oklahoma,2012,5,2890509,1791951,62,1701275,58.9,90676,5.1
41, Oregon,2012,5,3093887,1970481,63.7,1794592,58,175889,8.9
42, Pennsylvania,2012,5,10151079,6440986,63.5,5946445,58.6,494541,7.7
44, Rhode Island,2012,5,847482,558373,65.9,500092,59,58281,10.4
45, South Carolina,2012,5,3649358,2187077,59.9,1983929,54.4,203148,9.3
46, South Dakota,2012,5,630688,446395,70.8,428150,67.9,18245,4.1
47, Tennessee,2012,5,5013814,3092082,61.7,2843398,56.7,248684,8
48, Texas,2012,5,19280899,12611625,65.4,11754758,61,856867,6.8
49, Utah,2012,5,2020773,1342475,66.4,1277306,63.2,65169,4.9
50, Vermont,2012,5,511223,354020,69.2,336755,65.9,17265,4.9
51, Virginia,2012,5,6310753,4208645,66.7,3953818,62.7,254827,6.1
53, Washington,2012,5,5372135,3475950,64.7,3198232,59.5,277718,8
54, West Virginia,2012,5,1487780,808594,54.3,749734,50.4,58860,7.3
55, Wisconsin,2012,5,4476792,3067402,68.5,2852787,63.7,214615,7
56, Wyoming,2012,5,443188,303711,68.5,286848,64.7,16863,5.6
01, Alabama,2012,6,3744108,2176818,58.1,1995546,53.3,181272,8.3
02, Alaska,2012,6,535035,363960,68,337406,63.1,26554,7.3
04, Arizona,2012,6,5002599,3054066,61,2797416,55.9,256650,8.4
05, Arkansas,2012,6,2266248,1351226,59.6,1252563,55.3,98663,7.3
06, California,2012,6,29277450,18468110,63.1,16494261,56.3,1973849,10.7
037, Los Angeles County,2012,6,7805061,4890299,62.7,4346704,55.7,543595,11.1
08, Colorado,2012,6,3989781,2746042,68.8,2521989,63.2,224053,8.2
09, Connecticut,2012,6,2844747,1887999,66.4,1728720,60.8,159279,8.4
10, Delaware,2012,6,718652,446176,62.1,414378,57.7,31798,7.1
11, District of Columbia,2012,6,527554,364042,69,331349,62.8,32693,9
12, Florida,2012,6,15424547,9332286,60.5,8513758,55.2,818528,8.8
13, Georgia,2012,6,7474404,4770468,63.8,4335207,58,435261,9.1
15, Hawaii,2012,6,1065305,649786,61,610269,57.3,39517,6.1
16, Idaho,2012,6,1192291,771845,64.7,714218,59.9,57627,7.5
17, Illinois,2012,6,9990366,6579685,65.9,5983696,59.9,595989,9.1
18, Indiana,2012,6,5029844,3163404,62.9,2903332,57.7,260072,8.2
19, Iowa,2012,6,2388331,1657167,69.4,1572697,65.8,84470,5.1
20, Kansas,2012,6,2173881,1488524,68.5,1403130,64.5,85394,5.7
21, Kentucky,2012,6,3387548,2057041,60.7,1888219,55.7,168822,8.2
22, Louisiana,2012,6,3500949,2090759,59.7,1947689,55.6,143070,6.8
23, Maine,2012,6,1082090,700348,64.7,649429,60,50919,7.3
24, Maryland,2012,6,4599386,3116975,67.8,2900940,63.1,216035,6.9
25, Massachusetts,2012,6,5348291,3505430,65.5,3269278,61.1,236152,6.7
26, Michigan,2012,6,7788775,4676951,60,4253239,54.6,423712,9.1
27, Minnesota,2012,6,4182116,2944302,70.4,2776517,66.4,167785,5.7
28, Mississippi,2012,6,2253035,1329476,59,1211194,53.8,118282,8.9
29, Missouri,2012,6,4668979,2999577,64.2,2784194,59.6,215383,7.2
30, Montana,2012,6,790548,506446,64.1,476486,60.3,29960,5.9
31, Nebraska,2012,6,1410340,1011216,71.7,971883,68.9,39333,3.9
32, Nevada,2012,6,2121395,1366798,64.4,1205447,56.8,161351,11.8
33, New Hampshire,2012,6,1068395,740199,69.3,699309,65.5,40890,5.5
34, New Jersey,2012,6,6945526,4575467,65.9,4138908,59.6,436559,9.5
35, New Mexico,2012,6,1592510,926467,58.2,862094,54.1,64373,6.9
36, New York,2012,6,15558633,9595186,61.7,8751630,56.2,843556,8.8
51000, New York city,2012,6,6689880,4018648,60.1,3634283,54.3,384365,9.6
37, North Carolina,2012,6,7499266,4708084,62.8,4261249,56.8,446835,9.5
38, North Dakota,2012,6,543638,395387,72.7,383880,70.6,11507,2.9
39, Ohio,2012,6,9019108,5708474,63.3,5289595,58.6,418879,7.3
40, Oklahoma,2012,6,2892866,1793879,62,1702959,58.9,90920,5.1
41, Oregon,2012,6,3096538,1966171,63.5,1791433,57.9,174738,8.9
42, Pennsylvania,2012,6,10154135,6450474,63.5,5950829,58.6,499645,7.7
44, Rhode Island,2012,6,847845,559379,66,501371,59.1,58008,10.4
45, South Carolina,2012,6,3653250,2187672,59.9,1987341,54.4,200331,9.2
46, South Dakota,2012,6,631429,446684,70.7,428374,67.8,18310,4.1
47, Tennessee,2012,6,5017869,3092371,61.6,2844370,56.7,248001,8
48, Texas,2012,6,19311048,12632078,65.4,11776105,61,855973,6.8
49, Utah,2012,6,2023694,1345980,66.5,1280955,63.3,65025,4.8
50, Vermont,2012,6,511282,353999,69.2,336688,65.9,17311,4.9
51, Virginia,2012,6,6317350,4208558,66.6,3955368,62.6,253190,6
53, Washington,2012,6,5378257,3478835,64.7,3199945,59.5,278890,8
54, West Virginia,2012,6,1487910,808884,54.4,749257,50.4,59627,7.4
55, Wisconsin,2012,6,4478791,3067586,68.5,2852421,63.7,215165,7
56, Wyoming,2012,6,443886,303733,68.4,286852,64.6,16881,5.6
01, Alabama,2012,7,3745940,2178985,58.2,1999860,53.4,179125,8.2
02, Alaska,2012,7,535584,363887,67.9,337576,63,26311,7.2
04, Arizona,2012,7,5009540,3055366,61,2801303,55.9,254063,8.3
05, Arkansas,2012,7,2267294,1348643,59.5,1250599,55.2,98044,7.3
06, California,2012,7,29305807,18479876,63.1,16534689,56.4,1945187,10.5
037, Los Angeles County,2012,7,7811458,4891184,62.6,4355075,55.8,536109,11
08, Colorado,2012,7,3995677,2748077,68.8,2526809,63.2,221268,8.1
09, Connecticut,2012,7,2846179,1882615,66.1,1723907,60.6,158708,8.4
10, Delaware,2012,7,719282,446132,62,414347,57.6,31785,7.1
11, District of Columbia,2012,7,528514,365996,69.3,333656,63.1,32340,8.8
12, Florida,2012,7,15443876,9342026,60.5,8534305,55.3,807721,8.6
13, Georgia,2012,7,7482739,4773009,63.8,4343500,58,429509,9
15, Hawaii,2012,7,1066084,649583,60.9,611262,57.3,38321,5.9
16, Idaho,2012,7,1193509,772210,64.7,715144,59.9,57066,7.4
17, Illinois,2012,7,9993695,6583994,65.9,5989315,59.9,594679,9
18, Indiana,2012,7,5032436,3162320,62.8,2902854,57.7,259466,8.2
19, Iowa,2012,7,2389557,1656736,69.3,1572880,65.8,83856,5.1
20, Kansas,2012,7,2175109,1488847,68.4,1404335,64.6,84512,5.7
21, Kentucky,2012,7,3389137,2061588,60.8,1892555,55.8,169033,8.2
22, Louisiana,2012,7,3502948,2089201,59.6,1949077,55.6,140124,6.7
23, Maine,2012,7,1082354,700592,64.7,649809,60,50783,7.2
24, Maryland,2012,7,4603555,3121317,67.8,2905634,63.1,215683,6.9
25, Massachusetts,2012,7,5353276,3507770,65.5,3271778,61.1,235992,6.7
26, Michigan,2012,7,7792111,4680759,60.1,4257873,54.6,422886,9
27, Minnesota,2012,7,4185165,2947024,70.4,2779521,66.4,167503,5.7
28, Mississippi,2012,7,2253714,1329451,59,1211838,53.8,117613,8.8
29, Missouri,2012,7,4670914,3000439,64.2,2787304,59.7,213135,7.1
30, Montana,2012,7,791138,507185,64.1,477470,60.4,29715,5.9
31, Nebraska,2012,7,1411388,1012787,71.8,973628,69,39159,3.9
32, Nevada,2012,7,2124233,1367483,64.4,1208382,56.9,159101,11.6
33, New Hampshire,2012,7,1069209,741133,69.3,699912,65.5,41221,5.6
34, New Jersey,2012,7,6948227,4576629,65.9,4141405,59.6,435224,9.5
35, New Mexico,2012,7,1593321,927463,58.2,863126,54.2,64337,6.9
36, New York,2012,7,15566184,9602750,61.7,8764316,56.3,838434,8.7
51000, New York city,2012,7,6695340,4022788,60.1,3641679,54.4,381109,9.5
37, North Carolina,2012,7,7506733,4718993,62.9,4270883,56.9,448110,9.5
38, North Dakota,2012,7,544625,396002,72.7,384458,70.6,11544,2.9
39, Ohio,2012,7,9021458,5703982,63.2,5290271,58.6,413711,7.3
40, Oklahoma,2012,7,2895161,1795981,62,1705012,58.9,90969,5.1
41, Oregon,2012,7,3099215,1962128,63.3,1789026,57.7,173102,8.8
42, Pennsylvania,2012,7,10157546,6458986,63.6,5957166,58.6,501820,7.8
44, Rhode Island,2012,7,848183,560517,66.1,502970,59.3,57547,10.3
45, South Carolina,2012,7,3656645,2188604,59.9,1991994,54.5,196610,9
46, South Dakota,2012,7,632148,447093,70.7,428772,67.8,18321,4.1
47, Tennessee,2012,7,5022071,3093294,61.6,2847096,56.7,246198,8
48, Texas,2012,7,19341277,12649825,65.4,11802014,61,847811,6.7
49, Utah,2012,7,2026680,1349636,66.6,1285107,63.4,64529,4.8
50, Vermont,2012,7,511355,353993,69.2,336722,65.8,17271,4.9
51, Virginia,2012,7,6324085,4210712,66.6,3960179,62.6,250533,5.9
53, Washington,2012,7,5384419,3475293,64.5,3203044,59.5,272249,7.8
54, West Virginia,2012,7,1488109,808914,54.4,748988,50.3,59926,7.4
55, Wisconsin,2012,7,4480877,3068026,68.5,2853712,63.7,214314,7
56, Wyoming,2012,7,444553,303794,68.3,286966,64.6,16828,5.5
01, Alabama,2012,8,3748082,2180942,58.2,2004716,53.5,176226,8.1
02, Alaska,2012,8,535878,363879,67.9,337853,63,26026,7.2
04, Arizona,2012,8,5016602,3056822,60.9,2805561,55.9,251261,8.2
05, Arkansas,2012,8,2268387,1346157,59.3,1248907,55.1,97250,7.2
06, California,2012,8,29335993,18494681,63,16581684,56.5,1912997,10.3
037, Los Angeles County,2012,8,7817305,4895676,62.6,4367165,55.9,528511,10.8
08, Colorado,2012,8,4001980,2750560,68.7,2532901,63.3,217659,7.9
09, Connecticut,2012,8,2847427,1878205,66,1720408,60.4,157797,8.4
10, Delaware,2012,8,720044,446071,62,414386,57.6,31685,7.1
11, District of Columbia,2012,8,529525,368008,69.5,335940,63.4,32068,8.7
12, Florida,2012,8,15465332,9352027,60.5,8556664,55.3,795363,8.5
13, Georgia,2012,8,7489471,4775669,63.8,4351928,58.1,423741,8.9
15, Hawaii,2012,8,1066807,649534,60.9,612513,57.4,37021,5.7
16, Idaho,2012,8,1194918,772638,64.7,716202,59.9,56436,7.3
17, Illinois,2012,8,9997508,6588983,65.9,5997041,60,591942,9
18, Indiana,2012,8,5035833,3163313,62.8,2904676,57.7,258637,8.2
19, Iowa,2012,8,2391195,1657235,69.3,1574109,65.8,83126,5
20, Kansas,2012,8,2176025,1489743,68.5,1405991,64.6,83752,5.6
21, Kentucky,2012,8,3391439,2065968,60.9,1897095,55.9,168873,8.2
22, Louisiana,2012,8,3505274,2087894,59.6,1950819,55.7,137075,6.6
23, Maine,2012,8,1082712,700906,64.7,650411,60.1,50495,7.2
24, Maryland,2012,8,4607139,3126121,67.9,2911289,63.2,214832,6.9
25, Massachusetts,2012,8,5358546,3510235,65.5,3274743,61.1,235492,6.7
26, Michigan,2012,8,7796014,4685915,60.1,4264274,54.7,421641,9
27, Minnesota,2012,8,4188566,2950631,70.4,2783832,66.5,166799,5.7
28, Mississippi,2012,8,2254835,1329468,59,1212890,53.8,116578,8.8
29, Missouri,2012,8,4673088,3002370,64.2,2791175,59.7,211195,7
30, Montana,2012,8,791933,507764,64.1,478438,60.4,29326,5.8
31, Nebraska,2012,8,1412373,1014558,71.8,975571,69.1,38987,3.8
32, Nevada,2012,8,2127048,1367955,64.3,1211574,57,156381,11.4
33, New Hampshire,2012,8,1069844,742064,69.4,700728,65.5,41336,5.6
34, New Jersey,2012,8,6951288,4578329,65.9,4145792,59.6,432537,9.4
35, New Mexico,2012,8,1594216,928991,58.3,864648,54.2,64343,6.9
36, New York,2012,8,15574554,9612652,61.7,8781926,56.4,830726,8.6
51000, New York city,2012,8,6699025,4027658,60.1,3650267,54.5,377391,9.4
37, North Carolina,2012,8,7514995,4731208,63,4282400,57,448808,9.5
38, North Dakota,2012,8,545932,396531,72.6,384938,70.5,11593,2.9
39, Ohio,2012,8,9025886,5701818,63.2,5292044,58.6,409774,7.2
40, Oklahoma,2012,8,2897653,1798319,62.1,1707423,58.9,90896,5.1
41, Oregon,2012,8,3101836,1958250,63.1,1786947,57.6,171303,8.7
42, Pennsylvania,2012,8,10160869,6466612,63.6,5964896,58.7,501716,7.8
44, Rhode Island,2012,8,848493,561632,66.2,504721,59.5,56911,10.1
45, South Carolina,2012,8,3660703,2190380,59.8,1997580,54.6,192800,8.8
46, South Dakota,2012,8,632789,447503,70.7,429274,67.8,18229,4.1
47, Tennessee,2012,8,5026242,3095301,61.6,2851322,56.7,243979,7.9
48, Texas,2012,8,19372177,12666216,65.4,11830108,61.1,836108,6.6
49, Utah,2012,8,2030026,1353555,66.7,1289584,63.5,63971,4.7
50, Vermont,2012,8,511540,353956,69.2,336820,65.8,17136,4.8
51, Virginia,2012,8,6329538,4215085,66.6,3967765,62.7,247320,5.9
53, Washington,2012,8,5389609,3472450,64.4,3207615,59.5,264835,7.6
54, West Virginia,2012,8,1488197,808788,54.3,748953,50.3,59835,7.4
55, Wisconsin,2012,8,4483459,3068963,68.5,2856403,63.7,212560,6.9
56, Wyoming,2012,8,444980,303836,68.3,287159,64.5,16677,5.5
01, Alabama,2012,9,3750371,2182771,58.2,2009352,53.6,173419,7.9
02, Alaska,2012,9,536044,364057,67.9,338216,63.1,25841,7.1
04, Arizona,2012,9,5023844,3058702,60.9,2809750,55.9,248952,8.1
05, Arkansas,2012,9,2269551,1344172,59.2,1247567,55,96605,7.2
06, California,2012,9,29367307,18515366,63,16631825,56.6,1883541,10.2
037, Los Angeles County,2012,9,7823191,4904473,62.7,4382007,56,522466,10.7
08, Colorado,2012,9,4008367,2753956,68.7,2539967,63.4,213989,7.8
09, Connecticut,2012,9,2848760,1875209,65.8,1718236,60.3,156973,8.4
10, Delaware,2012,9,720904,446070,61.9,414465,57.5,31605,7.1
11, District of Columbia,2012,9,530524,369988,69.7,338002,63.7,31986,8.6
12, Florida,2012,9,15487278,9363037,60.5,8578931,55.4,784106,8.4
13, Georgia,2012,9,7496368,4778749,63.7,4359383,58.2,419366,8.8
15, Hawaii,2012,9,1067398,649620,60.9,613823,57.5,35797,5.5
16, Idaho,2012,9,1196379,773091,64.6,717238,60,55853,7.2
17, Illinois,2012,9,10001763,6594683,65.9,6003932,60,590751,9
18, Indiana,2012,9,5039417,3166249,62.8,2907739,57.7,258510,8.2
19, Iowa,2012,9,2393002,1658681,69.3,1576085,65.9,82596,5
20, Kansas,2012,9,2176962,1491050,68.5,1407653,64.7,83397,5.6
21, Kentucky,2012,9,3393813,2069786,61,1901222,56,168564,8.1
22, Louisiana,2012,9,3507678,2088122,59.5,1953077,55.7,135045,6.5
23, Maine,2012,9,1083081,701441,64.8,651204,60.1,50237,7.2
24, Maryland,2012,9,4610857,3131152,67.9,2917104,63.3,214048,6.8
25, Massachusetts,2012,9,5364133,3512915,65.5,3277612,61.1,235303,6.7
26, Michigan,2012,9,7800273,4692724,60.2,4271479,54.8,421245,9
27, Minnesota,2012,9,4192145,2955118,70.5,2789269,66.5,165849,5.6
28, Mississippi,2012,9,2255957,1329339,58.9,1213704,53.8,115635,8.7
29, Missouri,2012,9,4675357,3005264,64.3,2795016,59.8,210248,7
30, Montana,2012,9,792794,508244,64.1,479327,60.5,28917,5.7
31, Nebraska,2012,9,1413365,1016381,71.9,977411,69.2,38970,3.8
32, Nevada,2012,9,2129876,1368573,64.3,1214739,57,153834,11.2
33, New Hampshire,2012,9,1070476,742994,69.4,701639,65.5,41355,5.6
34, New Jersey,2012,9,6954698,4581093,65.9,4151159,59.7,429934,9.4
35, New Mexico,2012,9,1595140,930861,58.4,866333,54.3,64528,6.9
36, New York,2012,9,15583608,9625882,61.8,8802411,56.5,823471,8.6
51000, New York city,2012,9,6702733,4034092,60.2,3659522,54.6,374570,9.3
37, North Carolina,2012,9,7523085,4743200,63,4293726,57.1,449474,9.5
38, North Dakota,2012,9,547240,397001,72.5,385324,70.4,11677,2.9
39, Ohio,2012,9,9030686,5702365,63.1,5293329,58.6,409036,7.2
40, Oklahoma,2012,9,2900237,1800762,62.1,1709795,59,90967,5.1
41, Oregon,2012,9,3104634,1954589,63,1784773,57.5,169816,8.7
42, Pennsylvania,2012,9,10164609,6473455,63.7,5972618,58.8,500837,7.7
44, Rhode Island,2012,9,848814,562634,66.3,506423,59.7,56211,10
45, South Carolina,2012,9,3664894,2193195,59.8,2003396,54.7,189799,8.7
46, South Dakota,2012,9,633461,447850,70.7,429788,67.8,18062,4
47, Tennessee,2012,9,5030564,3098402,61.6,2855937,56.8,242465,7.8
48, Texas,2012,9,19403718,12683588,65.4,11857386,61.1,826202,6.5
49, Utah,2012,9,2033498,1357700,66.8,1294133,63.6,63567,4.7
50, Vermont,2012,9,511749,353835,69.1,336908,65.8,16927,4.8
51, Virginia,2012,9,6334899,4221076,66.6,3976567,62.8,244509,5.8
53, Washington,2012,9,5394909,3470187,64.3,3212569,59.5,257618,7.4
54, West Virginia,2012,9,1488356,808686,54.3,749108,50.3,59578,7.4
55, Wisconsin,2012,9,4486283,3070787,68.4,2859838,63.7,210949,6.9
56, Wyoming,2012,9,445436,303842,68.2,287381,64.5,16461,5.4
01, Alabama,2012,10,3752500,2184006,58.2,2012918,53.6,171088,7.8
02, Alaska,2012,10,536291,364283,67.9,338526,63.1,25757,7.1
04, Arizona,2012,10,5030865,3060209,60.8,2812844,55.9,247365,8.1
05, Arkansas,2012,10,2270630,1342472,59.1,1246289,54.9,96183,7.2
06, California,2012,10,29397331,18536565,63.1,16678616,56.7,1857949,10
037, Los Angeles County,2012,10,7829051,4915507,62.8,4397402,56.2,518105,10.5
08, Colorado,2012,10,4014667,2757466,68.7,2546891,63.4,210575,7.6
09, Connecticut,2012,10,2849989,1873204,65.7,1716902,60.2,156302,8.3
10, Delaware,2012,10,721681,446007,61.8,414443,57.4,31564,7.1
11, District of Columbia,2012,10,531530,371781,69.9,339713,63.9,32068,8.6
12, Florida,2012,10,15508601,9372631,60.4,8597972,55.4,774659,8.3
13, Georgia,2012,10,7503210,4780398,63.7,4364003,58.2,416395,8.7
15, Hawaii,2012,10,1068094,649565,60.8,614838,57.6,34727,5.3
16, Idaho,2012,10,1197771,773385,64.6,718040,59.9,55345,7.2
17, Illinois,2012,10,10005658,6598498,65.9,6006076,60,592422,9
18, Indiana,2012,10,5042788,3169729,62.9,2910539,57.7,259190,8.2
19, Iowa,2012,10,2394680,1660482,69.3,1578228,65.9,82254,5
20, Kansas,2012,10,2177847,1492122,68.5,1408760,64.7,83362,5.6
21, Kentucky,2012,10,3396151,2072317,61,1904250,56.1,168067,8.1
22, Louisiana,2012,10,3510000,2089992,59.5,1955491,55.7,134501,6.4
23, Maine,2012,10,1083447,702058,64.8,652017,60.2,50041,7.1
24, Maryland,2012,10,4614496,3135207,67.9,2921744,63.3,213463,6.8
25, Massachusetts,2012,10,5369430,3514788,65.5,3279317,61.1,235471,6.7
